ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
633368961,Audio,Great Crested Flycatcher,Myiarchus crinitus,Cardinalis cardinalis -- Northern Cardinal; Cyanocitta cristata -- Blue Jay; Corvus brachyrhynchos -- American Crow; Thryothorus ludovicianus -- Carolina Wren; Spizella passerina -- Chipping Sparrow; Dryobates pubescens -- Downy Woodpecker; Poecile carolinensis -- Carolina Chickadee,,WS Barbour,4/7/25,2025,4,7,720,United States,US-NC-065,North Carolina,Edgecombe,Temperance Hall Rd near Corn Creek,35.8367417,-77.7436566,Unknown – 1,Call,Not Used,,,,,Iphone SE,N/A,,,S223782326,,,,,"Early bird. Calling repeatedly “kweeep, kweeep”. Recording attached",Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
633359015,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Martin Wall,4/7/25,2025,4,7,1011,United States,US-NC-103,North Carolina,Jones,"28573, Pollocksville US-NC 35.00969, -77.25941",35.009691,-77.25941,,,Unspecified,FALSE,FALSE,,,,,,,S223742835,,,,,Single note calling,Myiarchus crinitus,grcfly,Species,17334,,4,1,,,
633355284,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Christine Stoughton Root,4/7/25,2025,4,7,950,United States,US-NC-103,North Carolina,Jones,"28573, Pollocksville US-NC 35.00915, -77.26097",35.009153,-77.260967,,,Unspecified,FALSE,FALSE,,,,,,,S223731901,,,,,Singe note call’s recording to follow,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
633343714,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Patty McQuillan,4/7/25,2025,4,7,700,United States,US-NC-183,North Carolina,Wake,Lake Lynn,35.8820127,-78.7001324,,,Unspecified,FALSE,FALSE,,,,,,,S223675550,,,,,Was in nearby tree along paved path from the community center halfway to boardwalks.,Myiarchus crinitus,grcfly,Species,17334,,0,0,,,
633297883,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Walker Mabe,4/5/25,2025,4,5,855,United States,US-NC-183,North Carolina,Wake,Lake Raleigh,35.7667941,-78.6778808,,,Unspecified,FALSE,FALSE,,,,,,,S223516010,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4,1,,,
633239417,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Payton DeMay,4/5/25,2025,4,5,1138,United States,US-NC-183,North Carolina,Wake,Wilkerson Nature Preserve Park,35.921577,-78.598713,,,Unspecified,FALSE,FALSE,,,phone,Rode videomicGO,,,S223170097,,,,"Not the best quality, but present on the spectrogram at seconds 4, 7, and 9.",Sound recording upload coming. 4 specific individuals noted calling along a power line break,Myiarchus crinitus,grcfly,Species,17334,,1.5,2,,,
624430661,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Anne Miller,10/1/24,2024,10,1,1429,United States,US-NC-183,North Carolina,Wake,"4140–4470 Bartley Holleman Rd, New Hill US-NC 35.60541, -78.93660",35.605412,-78.936599,,,Unspecified,FALSE,FALSE,,,,,,,S197261539,,,,,Calling recorded - a bit late,Myiarchus crinitus,grcfly,Species,17334,,1,1,,,
623423565,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Guy McGrane,9/5/24,2024,9,5,0,United States,US-NC-189,North Carolina,Watauga,Brookshire Park--Loop and Greenway,36.2240894,-81.6426766,,,Unspecified,FALSE,FALSE,,,,,,,S194235645,,,,,,Myiarchus crinitus,grcfly,Species,17334,,1,1,,,
622949535,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Alex Colucci,4/25/23,2023,4,25,713,United States,US-NC-055,North Carolina,Dare,Pea Island NWR--North Pond Wildlife Trail,35.7156212,-75.4935891,Adult – 1,Call,Not Used,,,,,,,,,S135034827,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
622493765,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Jeffrey Blalock,8/13/24,2024,8,13,730,United States,US-NC-077,North Carolina,Granville,Horseshoe Road Nature Preserve,36.0858639,-78.6250779,,,Unspecified,FALSE,FALSE,,,,,,,S191307930,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4,2,,,
621939751,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Alex Trifunovic,6/20/24,2024,6,20,547,United States,US-NC-035,North Carolina,Catawba,"Millersville SE- 4442–4600 Deal Rd (35.7594,-81.1364)",35.759411,-81.136376,,Dawn Song,Unspecified,,,,,,,,,S182680028,,,,,Dawn song,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
621937559,Audio,Great Crested Flycatcher,Myiarchus crinitus,Thryothorus ludovicianus [ludovicianus Group] -- Carolina Wren (Northern); Melospiza melodia melodia/atlantica -- Song Sparrow (melodia/atlantica); Dumetella carolinensis -- Gray Catbird,,Alex Trifunovic,5/17/24,2024,5,17,1015,United States,US-NC-097,North Carolina,Iredell,"Statesville West SE- Oakwood Cemetery, Evergreen Dr",35.79058,-80.876389,,Call,Unspecified,,,,,,,,,S175076584,,,,,"Pair siting together in magnolia giving contact calls and loud “wheeep” calls, then more came closer and they all started calling at the same time",Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
621123634,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Paul Beerman,7/2/24,2024,7,2,621,United States,US-NC-067,North Carolina,Forsyth,"5021 Hidden Lake Trail, Lewisville US-NC 36.08495, -80.50280",36.08495,-80.502796,,,Unspecified,FALSE,FALSE,,,,,,,S184937445,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3.5,2,,,
620883612,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,David Walters,6/26/24,2024,6,26,1311,United States,US-NC-081,North Carolina,Guilford,Lake Daniel Park,36.0796648,-79.807654,,,Unspecified,FALSE,FALSE,,,,,,,S183894117,,,,,,Myiarchus crinitus,grcfly,Species,17334,,1,1,,,
620264476,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Ralph Erickson,6/10/24,2024,6,10,550,United States,US-NC-001,North Carolina,Alamance,Amick Rd./Guilford County Farm (ALAMANCE Co.),36.13327,-79.52901,,,Unspecified,FALSE,FALSE,,,,,,,S180597432,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,2,,,
620264465,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Ralph Erickson,6/10/24,2024,6,10,550,United States,US-NC-001,North Carolina,Alamance,Amick Rd./Guilford County Farm (ALAMANCE Co.),36.13327,-79.52901,,,Unspecified,FALSE,FALSE,,,,,,,S180597432,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4,2,,,
619866569,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Denise Hargrove,5/31/24,2024,5,31,1545,United States,US-NC-021,North Carolina,Buncombe,*25 Jazaka Ridge Ln,35.6209483,-82.4279147,,,Unspecified,FALSE,FALSE,,,,,,,S178505027,,,,,"Calling, moving through.",Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
619519971,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,gary cottrell,5/24/24,2024,5,24,632,United States,US-NC-119,North Carolina,Mecklenburg,"316 Wingrave Dr, Charlotte US-NC 35.15222, -80.77857",35.152224,-80.77857,,,Unspecified,FALSE,FALSE,,,,,,,S176694775,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
619296541,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Sandy Melton,5/19/24,2024,5,19,1315,United States,US-NC-115,North Carolina,Madison,Nowhere Branch Farm,35.8136594,-82.6059806,,,Unspecified,FALSE,FALSE,,,,,,,S175714094,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
618969341,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Karen 🦉 Szafrajda,4/20/24,2024,4,20,645,United States,US-NC-085,North Carolina,Harnett,My Place KS,35.2888107,-79.0280075,Adult – 1,Call,Unspecified,,,,,,,,,S169413094,,,,,Heard two at the same time visualized one  very close. Female bluebird taste away,Myiarchus crinitus,grcfly,Species,17334,,0,0,,,
618374805,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Martin Wall,5/3/24,2024,5,3,539,United States,US-NC-031,North Carolina,Carteret,"Neusiok Trail, Newport US-NC 34.83434, -76.78717",34.834342,-76.787172,,Dawn Song,Not Used,,,,,iPhone SE,,,,S171677785,,,,,,Myiarchus crinitus,grcfly,Species,17334,,0,0,,,
618128228,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,David Mitzi,4/28/24,2024,4,28,1956,United States,US-NC-135,North Carolina,Orange,Fox Hill Farms,36.105706,-79.049948,,,Unspecified,FALSE,FALSE,,,,,,,S170867061,,,,,Seemingly one of the last birds to be vocalizing in my yard in the evening...,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
618067108,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Nancy Kondracki,4/27/24,2024,4,27,1853,United States,US-NC-081,North Carolina,Guilford,"5211 Flintrock Court, Greensboro, North Carolina, US (36.152, -79.797)",36.1522204,-79.7972791,,,Unspecified,FALSE,FALSE,,,,,,,S170657253,,,,,"Clearly heard 2 calling back and forth from trees in different areas of the property, then one flew off so quickly that all I could see, as it was nearing dusk, was a dark gray slim body.",Myiarchus crinitus,grcfly,Species,17334,,0,0,,,
618054779,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Morgan Reisinger,4/27/24,2024,4,27,1822,United States,US-NC-135,North Carolina,Orange,Mason Farm Biological Reserve,35.8849444,-79.0145083,,,Unspecified,FALSE,FALSE,,,,,,,S170634470,,,,,,Myiarchus crinitus,grcfly,Species,17334,,5,2,,,
618037823,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Bird Smith,4/27/24,2024,4,27,1641,United States,US-NC-175,North Carolina,Transylvania,Westridge area (private),35.118125,-82.935414,,,Unspecified,FALSE,FALSE,,,,,,,S170596934,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
617884843,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Kent Fiala,4/22/24,2024,4,22,807,United States,US-NC-063,North Carolina,Durham,Sandy Creek Park,35.9681599,-78.9675164,,Call,Not Used,,,,,Samsung Galaxy S22+,,,,S169796766,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4,1,,,
617613507,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Keith Viglietta,4/19/24,2024,4,19,1340,United States,US-NC-149,North Carolina,Polk,"Dalton Rd, Mill Spring (private road)",35.3164263,-82.1437048,,,Unspecified,FALSE,FALSE,,,,,,,S169321596,,,,,,Myiarchus crinitus,grcfly,Species,17334,,0,0,,,
617490369,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Heather Buttonow,4/16/24,2024,4,16,1209,United States,US-NC-081,North Carolina,Guilford,Reedy Fork Trail,36.1736402,-79.8375628,,,Unspecified,FALSE,FALSE,,,,,,,S168921338,,,,,,Myiarchus crinitus,grcfly,Species,17334,,1,1,,,
616876896,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Karen 🦉 Szafrajda,4/3/24,2024,4,3,1827,United States,US-NC-085,North Carolina,Harnett,trail patch,35.2882767,-79.0318146,,,Unspecified,FALSE,FALSE,,,,,,,S167090543,,,,,First if the year.  Heard calling multiple times picked up by Merlin audio eventually able to obtain images,Myiarchus crinitus,grcfly,Species,17334,,4,2,,,
616851163,Audio,Great Crested Flycatcher,Myiarchus crinitus,Haemorhous mexicanus -- House Finch; Spizella passerina -- Chipping Sparrow; Mimus polyglottos -- Northern Mockingbird; Thryothorus ludovicianus -- Carolina Wren; Cardinalis cardinalis -- Northern Cardinal,,Kristen Johnson,4/3/24,2024,4,3,719,United States,US-NC-129,North Carolina,New Hanover,"Magnolia Ave, Carolina Beach (34.0391,-77.9053)",34.039063,-77.905302,,Call,Unspecified,,,,,iPhone SE,,,,S167025714,,,,lots of wind and traffic noise,"early, but first heard yesterday morning; characteristic “whee-eep” call; very close and loud to start but of course once I started recording it was much farther away",Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
616820028,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Trenton Voytko,4/2/24,2024,4,2,812,United States,US-NC-103,North Carolina,Jones,Croatan NF--Long Point Rd.,34.8065448,-77.164793,Unknown – 1,Call,Unspecified,,,,,,,,,S166940627,,,,,"*Only a few days early  Burry, rolling calls from mixed forested lowlands. Also rising ""mweep!"" Audio taken.",Myiarchus crinitus,grcfly,Species,17334,,0,0,,,
611663520,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Bird Smith,9/18/23,2023,9,18,915,United States,US-NC-175,North Carolina,Transylvania,Pisgah NF--Davidson River Campground,35.2830135,-82.7256668,,,Unspecified,FALSE,FALSE,,,,,,,S150204684,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4,2,,,
609272677,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Katherine Thorington,9/25/23,2023,9,25,1739,United States,US-NC-125,North Carolina,Moore,Weymouth Woods Sandhills Nature Preserve,35.1471875,-79.3689895,,,Unspecified,FALSE,FALSE,,,,,,,S150765314,,,,,Greep call recorded with Merlin,Myiarchus crinitus,grcfly,Species,17334,,5,2,,,
608764491,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Karen Lebing,9/12/23,2023,9,12,656,United States,US-NC-055,North Carolina,Dare,Alligator River NWR--Creef Cut Wildlife Trail,35.8637577,-75.8607094,Adult – 1,Call; Foraging or Eating,Unspecified,,,,,iPhone,,,,S149705251,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,1,,,
604901771,Audio,Great Crested Flycatcher,Myiarchus crinitus,Thryothorus ludovicianus -- Carolina Wren,,Joe Donahue,8/15/23,2023,8,15,714,United States,US-NC-135,North Carolina,Orange,Brumley Nature Preserve--North,36.03391,-79.041909,Adult – 2; Immature – 2,Call; Foraging or Eating,Unspecified,,,,,Iphone 13,,,,S147301065,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2,1,,,
599520751,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Micah Newman,8/1/23,2023,8,1,1735,United States,US-NC-021,North Carolina,Buncombe,Rusty Clay Ridge,35.5376135,-82.3817879,,,Unspecified,FALSE,FALSE,,,,,,,S146214885,,,,,Identified by sound in Merlin,Myiarchus crinitus,grcfly,Species,17334,,1,1,,,
